Title,Author,Pub_Info,Description
"Of the divine originall, authority, self-evidencing light, and povver of the Scriptures. With an answer to that enquiry, how we know the Scriptures to be the Word of God. Also a vindication of the purity and integrity of the Hebrew and Greek texts of the Old and New Testament; in some considerations on the prolegomena, & appendix to the late Biblia polyglotta. Whereunto are subjoyned some exercitations about the nature and perfection of the Scripture, the right of","Le Clerc, Jean, 1657-1736.","Oxford : printed by Henry Hall, printer to the University [and A. Lichfield], for Tho: Robinson, 1659.","[32], 207, p. 209, 207-349, [9], 118, [2] p. ; 8â°."
"Otsar lishon hakodesh Thesaurus linguÃ¦ sanctÃ¦ compendiosÃ¨ scil. contractus, planÃ¨ tamen reseratus, pleneque explicatus: sive, Concordantiale lexicon HebrÃ¦o-Latino-Biblicum: in quo, lexica omnia Hebrarica, huc usque edita, methodicÃ¨, succinctÃ¨, & quasi synopticÅs, exhibentur; una cum concordantiis Hebraicis; in quibus, universÃ¦, & singulÃ¦ voces HebrÃ¦o-BiblicÃ¦, (cum locis suis, quibus, in textu, occurrunt,) interpretatÃ¦ sunt, & expositÃ¦; atque etiam,","Josephus, Flavius.","Londini : excudebat Samuel Roycroft, in linguis orientalibus, typographus regius. Impensis Georgij Sawbridge; apud quem prostant venales, ad insignia Bibliorum, in vico vulgÃ² vocato, Ludgate Hill, MDCLXXX. [1680]","[16], 1056, 1049-1328 p. ; 4â°."
"The prayer of Collonel Iohn Lambert in captivity. This prayer is not in Hebrew, but was translated out of the Greek by his chaplain for the Collonels own proper use.",,"London : [s.n.], printed in the year 1660.",1 sheet ([1] p.) ; 1/2â°.
"Proposals for printing Mishteh-shemanim 'o beyt-heyain or, The Scripture-treasury open'd. Being a compleat English, Hebrew, Greek concordance and dictionary, wherein the signification of the Hebrew and Greek words (which are also written in English characters). The places where used, how translated in our Bibles, throughout the Old and New Testament. The Hebrew and Greek reading, when different from ours. The various translations of the same word ... are contained by R.B.",,"[London? : s.n., 1700?]",12 p. ; 2â°.
"R. Moses Maimonides De jure pauperis et peregrini apud JudÃ¦os. Latine vertit & notis illustravit Humphridus Prideaux, A.M. Ã†dis Christi alumnus.",,"Oxonii : E Theatro Sheldoniano, An Dom. MDCLXXIX. Venales prostant apud Mosem Pit ad insigne Angeli in CÅ“miterio Divi Pauli Londini, [1679]","[32], 168 p. ; 4â°."
"Safer tehilim usafer eykhah The Hebrew text, of the Psalmes and Lamentations but published, without the points or vowels; yet to be made use of, by any who can read with the points, if they wil but practise it a little, according as is expressed in the dedication to the learned and reverend ministers and divines in London. By William Robertson, Master of Arts, from the University at Edinburgh, in Scotland; and now residing, and teaching Hebrew in London.",,"London : printed for the author; and are to be sold by H. Robinson, A. Crook, L. Fawn, J. Kirton, and S. Thomson, in Pauls Church-yard: and by G. Sawbrige, at the Bible on Ludgate Hill, where any who desires, may know where the author remains, 1656.","[12], 156, 149-191, 15, [2] p. ; 12â°."
"Safer tehilim usafer eykhah sepher tehillim u-sepher echam : the Hebrew text of the Psalmes and Lamentations, but published (for to encourage and facilitate beginners in their way) with the readng thereof in known English letters, excepting only the letter ,Ì€ which because of the incertainty of its genuine pronunciation is left either to be read or not, according as the reason of the reader shall judge most convenient / by William Robertson.",,"London : Printed for the author, and are to be sold by H. Robinson [etc.], 1656.","[6], 248 [i.e. 284], 22, [2] p. 8â°."
"The scolars [sic] companion, or, A little library: containing all the interpretations of the Hebrew and Greek words in the Bible, both in Latine and English, with great variety. By means whereof the unlearned may easily attain unto the knowledg of the holy scriptures in their original tongues. A work very useful for every studious Christian, and also necessary unto the learned who are not furnished with larger volumns. By A.R.",,"London : printed for Francis Smith at the Elephant and Castle near the Royal Exchange in Cornhill, and at the same sign the first shop without Temple-Bar 1673","[12], 210, [2], 152, 432 p. ; 8â°."
"Sefer Tehilim = The book of Psalmes with the new English translation, published by John Leusden, professor of the Hebrew tongue in the University of Utrecht.",,"Printed at Utrecht : by John van de Water, a. MDC LXXXVIII [1688]","[4], 240, [2] leaves ; 12â°."
"Sefer Tehilim Liber Psalmorum, editus a Johanne Leusden, linguÃ¦ sanctÃ¦ un Academia ultrajectina professore ordinario.",,"Londini : sumptibus Samuelis Smith, as insigne Principis in CÃ¦miterio D. Pauli, A. 1688.","8 [i.e. 10], 240 [i.e. 480], [8] p. ; 12â°."
"Sefer tehilim = The book of Psalmes with the new English translation, published by John Leusden, professor of the Hebrew tongue in the University of Utrecht.",,"London : printed by Samuel Smith, and are to be sold by him at his shop in the sign of the Princes Armes in S. Pauls Church-Yard, 1688.","[4], 240, [2] leaves ; 12â°."
"Sefer tehillim hogah naion namartz bankodot avmamim. Om hakai ahvtib votiot nadodot aktnot al ki hamsarah nagan Sepher tehillim, i.e. liber Psalmorum, curÃ¢ speciali editus, cum punctis vocacalibus [sic] & accentualibus; ut &, cum notis Keri & Kethib, & literis majusculis & minusculis, secundum ipsas notas Masorethicas, &c. Item, sefer konot, vel aicoh, Sepher Kinoth, i.e. liber Lamentationum JeremiÃ¦, qui. scil. (Ã",,"CantabrigiÃ¦ : typis Johan. Hayes, typographi academici. Prostant, verÃ², venales, Londini, ad insigne Bibliorum, in vico, vulgÃ² vocato, Ludgate-Hill, 1685.",[248] p. ; 12â°.
"Sepher Milaytzath HaShemoth or, The true interpretation and etymologie of Christian names, composed in two books; the first, of mens names; the second, of womens names; with so plain derivations of each name, whether Hebrew, Chaldee, Syriack, Greek, or Latin, &c. that any ordinary capacity may understand them. Together with two alphabetical tables, containing all their interpretations. By Edward Lyford, philo[he]brÃ¦us.",,"London : printed by T.W. for George Sawbridge, at the sign of the Bible on Ludgate-hill, 1655.","[24], 237, [61] p. ; 12â°."
"Sepher tehilim wa sepher Ê¾eykah The Hebrew text, of the Psalmes and Lamentations, revised and corrected according to the best of Plantin and Stephan's impressions; but published without the (superfluous and useless) accents, or accentuating characters (excepting only th chief and most useful of the great distinguishing pausÃ¦s, atuÃ¡ck, which, mostly, importeth a colon: or semicolon; in the middle or half of the verse of sentence:) for avoiding the confusion of",,"London : printed for the author; and are to be sold by H. Robinson, A. Crook, L. Fawn, J. Kirton, and S. Thomson, in Pauls Churchyard: and by G. Sawbridge, at the Bible on Ludgate-Hill, where any who desires, may know where the author remains, 1656.","[2], 151, 11, [1] p. ; 8â°."
"Serious observations lately made, touching his Majesty Charles the Second, King of England, Scotland,France & Ireland. King Charles Stuart, in Hebrew thus: [Hebrew] translated into English, is thus, the King hath prepared a refreshing, hee hath crushed it out of the rock b degrees. Published to inform the people, per H. Walker. S.S.T.S.",,"London : printed for R.I. and are to bee sold by William Gilbertson at the Bible in Gilt-spur-street, 1660.","[2], 6 p. ; 4â°."
"A sermon preached before Sir P.W. anno 1681. With additions: to which are annexed three digressional exercitations; I. Concerning the true time of our saviour's passover. II. Concerning the prohibition of the Hebrew canon to the ancient Jews. III Concerning the Jewish tetragrammaton, and the pythagorick tetractys. By John Turner, late fellow of Christ's College in Cambridge.",,"London : printed for Walter Kettilby at the Bishop's Head in St. Paul's Church-yard, 1684.","[148], 83, [1] p. ; 4â°"
"ShaÊ¿ar Ha Rivshon Ê¾o Petach Hechivson Ê¾el L'Shon Hakodesh The first gate, or The outward door to the holy tongue, opened in English. Containing, I. The chief and necessary grounds of the Hebrew grammar. II. A table for the Hebrew roots, in which all the roots of the Bible are set down, and a plain and ready way presently to find out the roots of all Hebrew words which are deficient in one or two of their radical letters, is described. III. A praxis to the",,"London : printed by Evan Tyler, for Humphrey Robinson, at the three Pigeons in S. Pauls Church-yard, and for G. Sawbridge at the Bible on Ludgate hill, at whose shops the books are to be sold, and any may know where the authour himself stayeth, [1654?]","[18], 131, [1] p. ; 8â°."
"ShaÊ¿ar Ha Rivson Ê¾o Petach Hechivson Ê¾el L'Shon Hakodesh The first gate, or The outward door to the holy tongue, opened in English. Containing, I. The chief and necessary grounds of the Hebrew grammar. II. A table for the Hebrew roots, in which all the roots of th Bible are set down, and a plain and ready way presently to find out the roots of all Hebrew words which are deficient in one or two of their radical letters, is described. III. A praxis to the grammar",,"London : printed by Evan Tyler for Humphrey Robinson, at the three Pigeons in S. Pauls Church-yard, and for G. Sawbridge at the Bible on Ludgate hill, at whose shops the books are to be sold, and any may know where the authour himself stayeth, [1654?]","[14], 131, [1] p. ; 8â°."
"ShaÊ¿ar Ha Shini Ê¾o Petach Taphnimu Ê¾el LeShon HaKodesh The second gate, or The inner door to the holy tongue. Being a compendious Hebrew lexicon or dictionary; in which all the roots and primitive words in the Bible, both Hebrew and Chaldee, are orderly set down, and numbred, and their significations expressed, in each several conjugation, wherein they are found extant in the Bible; with all the derivative nouns, and their significations taken from the roots;",,"London : printed by Evan Tyler, for Humph. Robertson, at the three Pigeons in St. Pauls Church-yard, and for G. Sabridge at the Bible on Ludgate hill; at whose shops the books are to be sold, and any may know where the author himself stayeth, [1655]","[26], 551, [1] p. ; 8â°."
"ShaÊ¿ar Ha Shini Ê¾o Petach Taphnimu Ê¾el LeShon HaKodesh The second gate, or The inner door to the holy tongue. Being a compendious Hebrew lexicon or dictionary; in which all the roots and primitive words in the Bible, both Hebrew and Chaldee, are orderly set down, and numbred, and their significations expressed, in each several conjugation, wherein they are found extant in the Bible; with all the derivative nouns, and their significations taken from the roots;",,"London : printed by Evan Tyler, for Humph. Robinson, at the three Pigeons in St. Pauls Church-yard, and for G. Sawbridge at the Bible on Ludgate hill; at whose shops the books are to be sold, and any may know where the author himself stayeth, [1655]","[26], 551, [1] p. ; 8â°."
"Sha'ar o Petach el Leshon Hakodesh A gate or door to the holy tongue, opened in English. Containing. 1. The chief and necessary grounds of the Hebrew grammar. 2. A table for the Hebrew roots, in which all the roots of the Bible are set down; and a plain and read way presently to find out the roots of all Hebrew words which are deficient in one or two of their radicall letters, is described. 3. A praxis to the grammar and the table, upon the prophecy by Obadiah; the",,"London : printed by J. Flesher, for Joseph Cranford; and are to be sold at his shop in Pauls Church-yard; at the sign of the Phenix, 1653.","[12], 131, [1] p. ; 8â°."
Shal[o]t sh[a]l[o]m bah[e]c[a]h Al z[a]ra Abr[a]h[a]m b[i]n h[i]horim bosh[i]r h[e]m n[e]f[o]tzim b[e]nsha ao n[a]shf[e]l al c[a]l c[a]ni harm[a]h o[a]l z[a]ra Abr[a]h[a]m ash[e]r b[a]ton c[a]l om. ...,,"[London? : s.n., 1658?]",[16] p. ; 4â°.
"A short Hebrew and Caldaick grammar, written in the English language by M. John Leusden, Professor of the Hebrew tongue in the University of Utrecht",,"Printed at Utrecht : for Thomas Malthus, bookseller in the poultry street, at London, 1686.","[4], 108 p. ; 8â°."
"A short Hebrew and Caldaick grammar, written in the English language by M. John Leusden, Professor of the Hebrew tongue in the University of Utrecht.",,"Printed at Utrecht : for Samuel Smith, bookseller at London, 1686.","[4], 108 p. ; 8â°."
"A short Hebrew and Caldaick grammar, written in the English language by M. John Leusden, Professor of the Hebrew tongue in the University of Utrecht.",,"Printed at Utrecht : by Francis Halma, bookseller and printer to the Academie, anno 1686.","[4], 108 p. ; 8â°."
"A short introduction to the Hebrew tongve, being a translation of the learned John Buxtorfius' epitome of his Hebrew grammar. That those which are ignorant of the Latine tongue, may attaine by this English introduction to the knowledge and apprehension of the originall text of scripture. By John Davis school-master. Whereunto is annexed an English interlineall interpretation of some Hebrew texts of the Psalmes, for the profit of young beginners. (The like never",,"London : printed by Roger Daniel, for Humphrey Moseley, at the Princes Armes in St. Pauls Church-yard, anno 1656. [i.e. 1655]","[12], 114 p. ; 8â°."
"A strange and true relation of several wonderful and miraculous sights seen in the air in February last, and this present March 1661. A clear sun shining in the East at midnight, with several rayes or beams, upon each of which hung the skeliton of a dead man, link'd together with serpents, and many Turkes and Greek and Hebrew letters, which none could interpret. Also three ships appeared at noon-day sailing on dry land, as on the water out of which came men with",,"London : printed for J. Jones, 1661.","[2], 5, [1] p. ; 4â°."
"Strange and vvonderful news: or, The full and true relation of the miraculous inspiration of Charles Bennet; born at Manchester in Lancashire: vvho being but three years of age, speaks without the least instruction: English, Latine, Greek, and Hebrew; so perfect and authentickly, the like thereof hath not been heard of in any age. Being now to be seen & discoursed withal at the Bear-Inn in West-Smithfield. The truth of which many thousand credible spectators can",,"London : printed for F.F., in the year, 1679.","[2], 6 p. ; 4â°."
"Strange nevvs from west-Smithfield [sic] or, The man-child of Manchester: being a true and impartial account of the prodigious knowledge and elocution of a male-infant, of three years of age, newly brought up to the Bear-Inn in Smithfield; who at his first speaking, corrected his father as he was reading in the Bible, and at the same time discovered his ability to discourse in Latine, Greek, and Hebrew, together with his desire of seeing his Majesty, to whom he had",,"London : [s.n.], printed in the year, 1679.",8 p. ; 4â°.
"A supplement to the Critica sacra, wherein many of the originall words of both Testaments being alphabetically disposed, are explained out of learned scholiographers and criticks, and hereby many both controversall texts, and difficult scriptures illustrated. By Edward Leigh Esquire, and Master of Arts of Magdalen Hall in Oxford.",,"London : printed for Andrew Crook, at the Green Dragon, and Edward Brewster at the Crane in S. Paul's Church-yard, M. DC. LXII. [1662]","[8], 26, [2], 40, [12] p. ; 2â°."
"The third book of Homers Iliads. Translated by Thomas Grantham, professor of the speedy way of teaching the Hebrew, Greek, and Latine tongues, in Mermaid-Court in Gutter-lane, near Cheapside, London.",,"London : printed by M.I. for the author, 1660.","[4], 11, [1] p. ; 4â°."
Torat adonai hadashah vehi verih haaÌ“doneynu YeshuÃ,,"Londini : typis ThomÃ¦ Roycroft, RegiÃ¦ Majestati in orientalibus linguis typographi, M.DC.LXI. Venales prostant apud plerosq[ue] bibliopolas Londinenses, [1661]","[16], 555, [1] p. ; 8â°."
"Twelve dissertations out of Monsieur Le Clerk's Genesis, concerning the Hebrew tongue. Manner of interpreting the Bible. Author of the Pentateuch. Temptation of Eve by the Serpent. Flood. Confusion of languages. Original of circumcision. Divine appearances in the Old Testament. Subversion of Sodom. Pillar of salt. Coming of Shiloh. Several obscure texts in Genesis explain'd and illustrated. Done out of Latin by Mr. Brown. To which is added, a dissertation",,"London : printed and are to be sold by R. Baldwin, near the Oxford-Arms in Warwick-Lane, 1696.","[8], 344 p. ; 8â°."
"The vvhole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.",,"[Cambridge] : Printed by John Field, printer to the Universitie of Cambridge, anno Dom. 1663.","[2], 106, [12] p. ; 4â°."
"The vvhole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.",,"[Cambridge] : Printed by John Hayes, printer to the Universitie of Cambridge, anno Dom. 1670.","[2], 106, [12] p. ; 4â°."
"The vvhole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.",,"[Cambridge?] : Printed by John Hayes, printer to the University of Cambridge, Anno Dom. 1679.","[2], 106, [12] p. ; 4â°."
"The vvhole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.",,"[Cambridge] : Printed by John Hayes, printer to the University of Cambridge, anno Dom. 1683.","[2], 106, [10] p. ; 4â°."
"The vvhole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.",,"[Cambridge] : Printed by John Field, printer to the University of Cambridge, anno Dom. M.DC.LX.VI. [1666]","[2], 29, [5] p. ; 4â°."
"The vvhole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.",,"[Cambridge] : Printed by John Hayes, printer to the University of Cambridge, anno Dom. 1673.","[2], 106, [12] p. ; 4â°."
"The vvhole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.",,"[Cambridge] : Printed by John Hayes, printer to the University of Cambridge, anno Dom. 1675.","[2], 106, [12] ; 4â°."
"The vvhole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting of youth.",,"Oxford : printed at the Theater, 1679.","[2], 96, [6] p. ; 4â°."
"The vvonderful, and most deplorable history of the latter times of the Jevvs, and of the city of Hierusalem. Beginning where the Holy Scriptures do end. Written first in Hebrew, and now made more methodical, and corrected of sundry errors.",,"London : printed by J.L. for John Stafford, and are to be sold at the George at Fleet-bridge, 1653.","[18], 432, [8] p., [4] leaves of plates : ill., port. ; 8â°."
"The vvonderful, and most deplorable history of the latter times of the Jews, and of the city of Hierusalem. Beginning where the Holy Scriptures do end. Written first in Hebrew, and now made more methodical and corrected of sundry errors.",,"London : printed for John Stafford, and are to be sold at the George at Fleet-bridge, and by Humphrey Moseley at the Princes Arms in St. Pauls Church-yard, 1652.","[16], 432, [8] p. 4 leaves of plates : ill., port. ; 8â°."
"Whereas there is a clause in a bill brought into the Honourable House of Commons entituled, An Act for preventing frauds and regulating abuses in the plantation-trade, in these words, viz. And be it further enacted by the authority aforesaid, that no alien or foreigner or any person or persons other than such as are natives of England or Ireland, or such persons as are born in His Majesties plantations in Asia, Africa or America, shall after the [blank] day of",,"[London] : [s.n.], [1696?]",1 sheet ([1] p.) ; 1/2â° .
"The whole book of psalmes: collected into English meeter by Thomas Sternhold, Iohn Hopkins, and others, conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons: & moreover in private houses for their godly solace and comfort, laying apart all ungodly songs and ballades: which tend onely to the nourishing of vice, and corrupting of youth.",,"[London] : Printed for the Companie of Stationers, 1651.","504, [4] p., plate : music ; 8â°."
"The whole book of psalmes: collected into English meeter by Thomas Sternhold, Iohn Hopkins, and others, conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons: & moreover in private houses for their godly solace and comfort, laying apart all ungodly songs and ballades: which tend onely to the nourishing of vice, and corrupting of youth.",,"London : printed by A. M[iller]. for the Companie of Stationers, 1653.","[2], 78 p. ; 8â°."
"The whole book of Psalmes: collected into English meeter by Thomas Sternhold, Iohn Hopkins, and others, conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons: and moreover in private houses for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.",,"London : printed by Gartrude Dawson for the Company of Stationers, 1653.","[2], 78 p. ; 4â°."
"The whole book of Psalmes: collected into English meeter by Thomas Sternhold, Iohn Hopkins, and others, conferred with the Hebrew. Set forth and allowed to be sung in all Churches, of all the people together, before and after morning and evening prayer, and also before and after sermons: & moreover in private houses for their godly solace and comfort, laying apart all ungodly songs and ballades: which tend onely to the nourishing of vice, and corrupting of youth.",,"London : printed by A.M[iller]. for the Companie of Stationers, 1653.","[12], 3-99 [3] p. : music ; 8â°."
"The whole book of psalmes, collected into English meeter, by Thomas Sternhold, John Hopkins, and others: conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer. As also before and after sermons, and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting of youth.",,"London : printed by R. W. for the Company of Stationers, 1658.","[2], 110, [4] p. : tables ; 4â°."
"The whole book of Psalmes. Collected into English meeter by Thomas Sternhold, John Hopkins, and others. Conferred with the Hebrew, with apt notes to sing them withal.",,"London : printed, by T.R. for the Company of Stationers, anno Domini 1662.","[2], 123 [i.e. 113], 134-188, [2] p. : music ; 4â°."
"The whole book of Psalmes: collected into English meter, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening praier. As also before an after sermons: and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nurishing of vice, and corrupting of youth.",,"[Oxford] : At the Theater in Oxford, M. DC. LXXV. [1675]",[96] p. ; 4â°.
"The Whole book of Psalmes: collected into English meeter by Thomas Sternhold, Iohn Hopkins, and others, conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons: & moreover in private houses for their godly solace and comfort, laying apart all ungodly songs and ballades: which tend onely to the nourishing of vice, and corrupting of youth.",,"London : printed by A.M. for the Companie of Stationers, 1651.","[2], 78 p. ; 8â°."
"The whole book of Psalmes: collected into English meeter by Thomas Sternhold, Iohn Hopkins, and others, conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons: & moreover in private houses for their godly solace and comfort, laying apart all ungodly songs and ballades: which tend onely to the nourishing of vice, and corrupting of youth.",,"London : printed by A.M. for the Companie of Stationers, 1655.","[2], 78 p. ; 8â°."
"The whole book of Psalmes: collected into English metre, by Thomas Sternhold, John Hopkins and others: conferr'd with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before an after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting of youth.",,"Dublin : printed by and for Andrew Crook, printer to the King's most Excellent Majesty, on the Blind Key, and Eliphal Dobson, at the Stationers-Arms in Castle Street, bookseller, 1700.","106, 106, 107, [6] p. ; 4â°."
"The whole book of Psalms: collected into English metre by Thomas Sternhold, John Hopkins, and others. Conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons: and moreover in private houses for their godly solace and comfort, laying apart all ungodly songs and ballads; which tend only to the nourishing of vice, and corrupting of youth.",,"London : printed by J[ames]. C[ottrell]. for the Company of Stationers, 1676.","[2], 78 p. ; 24â°."
"The whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before an after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.",,"[Cambridge] : Printed by John Hayes, printer to the University of Cambridge, anno Dom. 1676.","[2], 106, [12] p. ; 4â°."
"The whole book of Psalms: collected into English metre by Thomas Sternhold, John Hopkins, and others. Conferred with the Hebrew. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons: and moreover in private houses for their godly solace and comfort, laying apart all ungodly songs and ballads; which tend only to the nourishing of vice, and corrupting of youth.",,"London : printed by J[ames]. C[ottrell]. for the Company of Stationers, 1676.","[2], 78 p. ; 8â°."
"The whole book of psalms. Collected into English meeter, by Thomas Sternhold, John Hopkins, and others: conferred with the Hebrew, with apt notes to sing them withall. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, as also before and after sermons: and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the",,"London : printed by William Godbid and Andrew Clark, for the Company of Stationers, 1677.",[144+] p. ; 2â°.
"The whole book of Psalms: collected into English metre, by T. Sternhold, J. Hopkins, W. Whittingham, and others. Conferred with the Hebrew. Newly set forth, and allowed to be sung in all churches of all the people together, before and after morning and evening-prayer; an also before and after sermons. Moreover, in private houses, for their godly solace and comfort: laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and",,"London : printed by J.C. for the Company of Stationers, 1679.","[22], 74, 55-230, [16] p. ; 24â°."
"The whole book of psalms. Collected into English meeter, by Thomas Sternhold, John Hopkins, and others: conferred with the Hebrew, with apt notes to sing them withal.",,"London : printed by J. M[acock]. for the Company of Stationers, MDCLXXX. [1680]",[152] p. : music ; 2â°.
"The whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before an after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth, [sic]",,"[Oxford? : s.n., 1680?]","[4], 44, [2] p. ; 2â°."
"The whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: Set forth and allowed to be sung in all churches, of all the people together, and also before and after morning and evening prayer, and also before and after sermons; and moreover in private houses for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting of youth.",,"Printed at the Theater in Oxford : and are to be sold by Moses Pitt at the Angel in St. Pauls Church-yard, Peter Parker at the Leg and Star over against the Royal Exchange in Cornhill, William Leake at the Crown, between the two Temple-gates, in Fleet-street, Thomas Guy at the Oxford Arms at the West side of the Exchange in Cornhill, London, anno. 1682.","[6], 52 p. ; 4â°."
"The whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before an after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.",,"London : printed for the Company of Stationers, 1682.","46, [2] p. ; 4â°."
"The whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew: set down and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting of youth.",,"Oxford : printed at the Theater, and are to be sold by Peter Parker at the Leg and Star over against the Royal Exchange in Cornhil, London, MDCLXXXII [1682]","[6], 50, [2+] p. ; 4â°."
"The whole book of Psalms: collected into English metre, by T. Sternhold, J. Hopkins, W. Whittingham. and others. Conferred with the Hebrew. Newly set forth, and allowed to be sung in all churches of all the people together, before and after morning and evening prayer; an also before and after sermons. Moreover, in private houses, for their godly solace and comfort: laying apart all ungodly songs and ballads, which tend only to the nourishing of vice, and corrupting",,"London : printed by W[illiam]. R[awlins]. for the Company of Stationers, 1682.",[240] p. ; 12â°.
"The whole book of Psalms, collected into English metre by Thomas Sternhold, John Hopkins, and others: conferred with the Hebrew: set forth and allowed to be sung in all churches, of all the people together before and after morning and evening prayer, and also before and after sermons; and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice and corrupting of youth.",,"London : printed for the Company of Stationers, 1682.","102, [2] p. ; 2â°."
